Num;                 Наименование вещества                ;  N CAS   ;Формула; Величина ПДК, мг/л  ;Лимитирующий показатель вредности      ;Класс опасности
642; Краситель органический прямой черный 3 для кожи ;            ;                   ;0,1;  орг.окр.        ;4
643; Краситель органический прямой черный 2С         ; 6428-38-2  ;CHNNaOS            ;0,1;  орг.окр.        ;4
644; Краситель органический прямой черный            ;            ;                   ;0,3;  орг.окр.        ;4
645;" Краситель органический родамин ""Ж""              "; 989-38-8   ;CHClNO             ;0,1;  орг.окр.        ;4
646; Краситель органический родамин 4С               ;            ;CHClNOZn           ;0,1;  орг.окр.        ;4
647; Краситель органический родамин 2Ц-основание     ;            ;                   ;0,01;    общ.          ;4
648;" Краситель органический синий ""З""                ";            ;                   ;10;    общ.          ;4
649; Краситель органический темно-коричневый 2Ж      ;            ;                   ;0,9;    орг.          ;4
650; Краситель органический темно-синий 3 полиэфирный;            ;                   ;0,8;    орг.          ;4
651; Краситель органический тиозоль коричневый БС    ;            ;                   ;0,5;  орг.окр.        ;4
652; Краситель органический тиоиндиго красно-коричневый ЖП;            ;                   ;5;  орг.окр.        ;4
653; Краситель органический тиоиндиго оранжевый КХП  ;            ;                   ;5;  орг.окр.        ;4
654; Краситель органический тиоиндиго черный П       ; 3687-67-0  ;CHBrClNOS          ;4;  орг.окр.        ;4
655; Краситель органический тиоиндиго ярко-розовый ЖП;            ;                   ;2;  орг.окр.        ;4
656; Краситель органический уранин А                 ; 518-47-8   ;CHNaO              ;0,0025;  орг.окр.        ;4
657; Краситель органический флуоресцеин              ; 2321-07-5  ;CHO                ;0,0025;  орг.окр.        ;4
658; Краситель органический хризофенин               ; 2870-32-8  ;CHNNaOS            ;0,1;  орг.окр.        ;4
659;" Краситель органический хромовый бордо ""С""       "; 6408-82-8  ;CHNNaOS            ;0,05;  орг.окр.        ;4
660; Краситель органический хромовый желтый          ; 1344-37-2  ;                   ;0,06;  орг.окр.        ;4
661; Краситель органический хромовый зеленый антрахиноновый 2Ж; 4403-90-1  ;CHNNaOS            ;0,3;  орг.окр.        ;4
662; Краситель органический хромовый зеленый антрахиноновый 2Ж; 4430-16-4  ;CHNNaOS            ;0,01;  орг.окр.        ;4
663; Краситель органический хромовый коричневый К    ;10114-76-8  ;CHNNaOS            ;0,06;  орг.окр.        ;4
664; Краситель органический хромовый красный ализариновый; 130-22-3   ;CHNaOS             ;0,3;  орг.окр.        ;4
665; Краситель органический хромовый рубиновый С     ;            ;                   ;0,03;  орг.окр.        ;4
666; Краситель органический хромовый сине-черный     ; 2538-85-4  ;CHNNaOS            ;0,1;  орг.окр.        ;4
667; Краситель органический хромовый сине-черный антрахиноновый С; 1324-21-6  ;CHNNaOS            ;0,04;  орг.окр.        ;4
668; Краситель органический хромовый синий 2К        ; 6844-73-1  ;CHClNNaOS          ;0,02;  орг.окр.        ;4
669; Краситель органический хромовый ярко-красный 2С ;            ;                   ;0,02;  орг.окр.        ;4
670; Кремний /по Si/                                 ; 7631-86-9  ;Si                 ;10;    с.-т.         ;2
671; Ксантановая смола                               ;11138-66-2  ;[CHKNNaOS]n        ;1;  орг.окр.        ;4
672; Лак КО-075                                      ;            ;                   ;0,1;   орг.пл.        ;4
673; Лак КО-921                                      ;            ;                   ;0,03;   орг.пл.        ;4
674; Лакрис 20 марки А                               ;            ;                   ;2;  орг.пена        ;4
675; Лакрис 20 марки Б                               ;            ;                   ;2;  орг.пена        ;4
676; Лапрол 1502-2-70                                ;            ;                   ;0,1;  орг.пена        ;4
677; Лапрол 202                                      ;            ;                   ;0,3;  орг.пена        ;4
678; Лапрол 402-2-100                                ;            ;                   ;0,3;  орг.пена        ;4
679; Лапрол 501-2-100                                ;            ;                   ;1;  орг.пена        ;4
680; Лапрол 502-2-10                                 ;            ;                   ;0,5;  орг.пена        ;4
681; Лапрол-503                                      ;            ;                   ;0,3;  орг.пена        ;4
682; Лапрол 564                                      ;            ;                   ;0,3;  орг.пена        ;4
683; Лапрол 702                                      ;25322-69-4  ;[СНО]n             ;0,2;  орг.пена        ;4
684; Лапрол 805                                      ;            ;                   ;10;    общ.          ;4
685;" Лапрол 805 ""О""                                  ";            ;                   ;0,3;  орг.пена        ;4
686; Лапрол 1102-4-80                                ;            ;                   ;0,5;  орг.пена        ;4
687; Лапрол 1103 К                                   ;            ;                   ;0,5;  орг.пена        ;4
688;" Лапрол 1601-2-50 ""Р""                            ";            ;                   ;0,1;  орг.пена        ;4
689;" Лапрол 1601-2-50 ""Б""                            ";            ;                   ;0,3;  орг.пена        ;4
690; Лапрол 2102                                     ;            ;                   ;0,1;  орг.пена        ;4
691; Лапрол 2402                                     ;            ;                   ;0,1;  орг.пена        ;4
692; Лапрол 2501-2-50                                ;            ;                   ;0,1;  орг.пена        ;4
693; Лапрол 2502-2Б-40                               ;            ;                   ;0,1;  орг.пена        ;4
694; Лапрол 2505-2-70                                ;            ;                   ;0,1;  орг.пена        ;4
695; Лапрол 3003                                     ;            ;                   ;10;    общ.          ;4
696; Лапрол 3003/2-60                                ;            ;                   ;0,1;  орг.пена        ;4
697; Лапрол 3502-2Б-20                               ;            ;                   ;0,1;  орг.пена        ;4
698; Лапрол 3503-2-70                                ;            ;                   ;0,1;  орг.пена        ;4
699; Лапрол 3603-2-12                                ;            ;                   ;0,1;  орг.пена        ;4
700; Лапрол 4003-2-20                                ;            ;                   ;0,1;  орг.пена        ;4
701; Лапрол 4202-2Б-30                               ;            ;                   ;0,1;  орг.пена        ;4
702; Лапрол 5003 2Б10                                ;            ;                   ;16; орг.привк.       ;4
703; Лапрол 6003-2Б-18                               ;            ;                   ;0,1;  орг.пена        ;4
704; Лапрол 6003-2Б-7                                ;            ;                   ;0,1;  орг.пена        ;4
705; Латекс ЛМФ                                      ;            ;                   ;6;  орг.пена        ;4
706; Лигнин сульфатный лиственный                    ;            ;                   ;5;  орг.окр.        ;4
707; Лигнин сульфатный хвойный                       ;            ;                   ;5;  орг.окр.        ;4
708; Лигнинсульфоновые кислоты                       ;            ;                   ;1;    общ.          ;4
709; Лигносульфиновые кислоты                        ;            ;                   ;0,3;    общ.          ;4
710; Литий                                           ; 7439-93-2  ;Li                 ;0,03;    с.-т.         ;2
711; Магний                                          ; 7439-95-4  ;Mg                 ;50; орг.привк.       ;3
712; Магний дихлорат                                 ;10326-21-3  ;ClMgO              ;20;    общ.          ;3
713; Марганец                                        ; 7439-96-5  ;Mn;0,1;  орг.окр.        ;3
714; Медь                                            ; 7440-50-8  ;Cu;1; орг.привк.       ;3
715; Метазин                                         ;            ;                   ;0,3; орг.привк.       ;4
716; Метановая кислота                               ;  64-18-6   ;СНО                ;3,5;    общ.          ;3
717; Метанол                                         ;  67-56-1   ;СНО                ;3;    с.-т.         ;2
718; Метантиол                                       ;  74-93-1   ;CHS                ;0,0002;  орг.зап.        ;4
719; Метиламин                                       ;  74-89-5   ;CHN                ;1;    с.-т.         ;3
720; N-Метиламин-N-метилдитиокарбамат                ;            ;CHNS +CHN          ;0,02;  орг.зап.        ;3
721; 1-Метиламиноантрацен-9,10-дион                  ;  82-38-2   ;CHNO               ;5;    общ.          ;3
722; (Метиламино)бензол                              ; 100-61-8   ;CHN                ;0,3;  орг.зап.        ;2
723; (R*,S*)-(+/-)-альфа-[1-(Метиламино)этил]бензолметанол гидрохлорид; 134-71-4   ;CHNO + ClH         ;0,05;    общ.          ;2
724; Метил-N-L-альфа-аспартил-L-фенилаланин;22839-47-0  ;CHNO               ;1;    общ.          ;4
725; Метилацетат                                     ;  79-20-9   ;СНО                ;0,1;    с.-т.         ;3
726; Метил-1Н-(бензимидазол-2-ил)карбамат;10605-21-7  ;CHNO               ;0,1;   орг.пл.        ;4
727; Метил-1Н-бензимидазол-2-ил-карбамата гидрохлорид;37574-18-8  ;CHNO + ClH         ;0,5;    общ.          ;4
728; Метилбензоат                                    ;  93-58-3   ;CHO                ;0,05; орг.привк.       ;4
729; Метилбензол                                     ; 108-88-3   ;CH                 ;0,5;  орг.зап.        ;4
730; 4-Метилбензолсульфиновая кислота                ; 536-57-2   ;CHOS               ;1;    с.-т.         ;2
731; 4-Метилбензолсульфинат натрия                   ; 824-79-3   ;CHNaOS             ;1;    с.-т.         ;3
732; 2-Метилбензолсульфонат натрия                   ;12068-03-0  ;CHNaOS             ;0,05;    общ.          ;4
733; 4-Метилбензолсульфонилхлорид                    ;  98-59-9   ;CHClOS             ;1;    общ.          ;3
734; 2-Метилбута-1,3-диен                            ;  78-79-5   ;CH                 ;0,005;  орг.зап.        ;4
735; 2-Метил-2,3-бутандиол                           ;53399-77-2  ;CHO                ;0,04;    с.-т.         ;2
736; 3-Метилбут-1-ен-2-ол                            ;79144-27-7  ;CHO                ;0,005;    с.-т.         ;2
737; З-Метилбут-3-ен-1-ол                            ; 763-32-6   ;СНО                ;0,004;    с.-т.         ;2
738; Метил-1-бутилакарбомоил-2-бензимидазолкарбамат;            ;                   ;0,5;   орг.пл.        ;4
739; (3-Метилбутил)диоктилфосфин оксид               ;53521-41-8  ;CHOP               ;1;    с.-т.         ;3
740; O-(3-Метилбутил)дитиокарбонат калия             ; 928-70-1   ;CHKOS              ;0,005;  орг.зап.        ;4
741; (1-Метилбутил)-4-метилбензолсульфонат;            ;CHOS               ;5;    общ.          ;3
742; 4-Метил-4-гидроксиэтил-1,3-диоксан              ; 2018-45-3  ;CHO                ;0,04;    с.-т.         ;2
743; Метил-2,2-диметил-3-(2,2-дихлорэтенил)циклопропанкарбонат;61898-95-1  ;CHClO              ;0,1;  орг.зап.        ;4
744; Метил-2,2-диметил-3-(2-метилпроп-1-енил) циклопропанкарбонат; 5460-63-9  ;CHO                ;0,6;  орг.зап.        ;4
745; Метил-2,2-диметилпропионоат                     ; 598-98-1   ;СНО                ;0,5;    общ.          ;4
746; Метилдитиокарбамат натрия                       ; 137-42-8   ;CHNNaS             ;0,02;  орг.зап.        ;3
747; 2-Метил-1,2-дихлорпропан                        ; 594-37-6   ;CHCl               ;0,4;    с.-т.         ;2
748; 2-Метил-1,3-дихлорпроп-1-ен                     ; 3375-22-2  ;CHCl               ;0,4;    с.-т.         ;2
749; O-Метилдихлортиофосфат                          ; 2523-94-6  ;CHClOPS            ;0,01;    с.-т.         ;2
750; 2,2-Метиленбис(1-гидрокси-3,4,6-трихлорбензол)  ;  70-30-4   ;CHClO              ;0,03;    общ.          ;3
751; Метиленбиснафталинсульфонат динатрия            ;26545-58-4  ;CHNaS              ;  (a       ;    общ.          ;4
752; Метилкарбаматнафталин-1-ола                     ;  63-25-2   ;CHNO               ;0,1;  орг.зап.        ;4
753; N-Метилметанамин                                ; 124-40-3   ;CHN                ;0,1;    с.-т.         ;2
754; Метил-4-метилбензоат                            ;  99-75-2   ;CHO                ;0,05; орг.привк.       ;4
755; Метил-2-метилпроп-2-еноат                       ;  80-62-6   ;CHO                ;0,01;    с.-т.         ;2
756; Метил(2-метилпропил)полисилоксан                ;            ;CHOSi              ;2;   орг.пл.        ;4
757; Метил(метилфосфит)                              ;16391-06-3  ;СНОР               ;0,02;  орг.зап.        ;3
758; O-[6-Метил-2-(1-метилэтил)пиримидин-4-ил]-O,O-диэтилфосфонат; 333-41-5   ;CHNOPS             ;0,3;  орг.зап.        ;4
759; N-Метил-N-метокси-Н`-(4-хлорфенил)карбамид      ; 1746-81-2  ;CHClNO             ;0,05;    общ.          ;4
760; 1-Метилпентан-1-ол                              ;54972-97-3  ;CHO                ;0,01;    с.-т.         ;2
761; 2-Метилпентан-2-ол                              ; 590-36-3   ;CHO                ;0,01;    с.-т.         ;2
762; 2-Метилпиридин                                  ; 109-06-8   ;CHN                ;0,05;    с.-т.         ;2
763; 2-Метилпиридин гидрохлорид                      ;14401-91-3  ;CHN + ClH          ;0,05;    с.-т.         ;2
764; 1-Метилпиридиний хлорид                         ; 7680-73-1  ;CHClN              ;0,01;  орг.зап.        ;4
765; 1-Метилпироллидин-2-он                          ; 872-50-4   ;CHNO               ;0,5;    общ.          ;3
766; 2-Метилпропан-1-амин                            ;  78-81-9   ;CHN                ;0,04; орг.привк.       ;3
767; 2-Метилпропан-2-амин                            ;  75-64-9   ;CHN                ;1;    с.-т.         ;3
768; 2-Метилпропан-1-ол                              ;  78-83-1   ;СНО                ;0,15;    с.-т.         ;2
769; 2-Метилпропан-2-ол                              ;  75-65-0   ;СНО                ;1;    с.-т.         ;2
770; 2-Метилпроп-1-ен                                ; 115-11-7   ;СН                 ;0,5;  орг.зап.        ;3
771; 2-Метилпроп-2-енамид                            ;  79-39-0   ;CHNO               ;0,1;    с.-т.         ;2
772; 2-Метилпроп-2-еннитрил                          ; 126-98-7   ;CHN                ;0,1;    с.-т.         ;2
773; Метилпроп-2-еноат                               ;  96-33-3   ;СНО                ;0,02;  орг.зап.        ;4
774; 2-Метилпроп-2-еновая кислота                    ;  79-41-4   ;СНО                ;1;    с.-т.         ;3
775; 2-(1-Метилпропил)-4,6-динитрофенил-3-метилбут-2-еноат; 485-31-4   ;CHNO               ;0,03;    с.-т.         ;2
776; O-(2-Метилпропил)дитиокарбонат калия            ;13001-46-2  ;CHKOS              ;0,005;  орг.зап.        ;4
777; Метилсиликонат натрия                           ;            ;CHNaOSi            ;2;  орг.зап.        ;3
778; N-Метилсульфаминовая кислота                    ; 4112-03-2  ;CHNOS              ;0,4;    с.-т.         ;2
779; 4-Метилтетрагидро-2Н-пиран-4-ол                 ; 7525-64-6  ;СНО                ;0,001;    с.-т.         ;2
780; 3-Метилтиобутан-2-он-O-(метиламинокарбонил)оксим;34681-10-2  ;CHNOS              ;0,1;  орг.зап.        ;3
781; 1-Метил-1,2,3-триазол                           ;16681-65-5  ;CHN                ;1;    общ.          ;4
782; Метилтриалкиламинийметилсульфат                 ;            ;                   ;0,01;    с.-т.         ;3
783; Метилтриалкиламинийнитрат                       ;            ;                   ;0,01;    с.-т.         ;2
784; 2-Метил-1,3,5-тринитробензол                    ; 118-96-7   ;CHNO               ;0,5;    общ.          ;4
785; 3-Метил-1,2,4-трихлорбензол                     ; 2077-46-5  ;CHCl               ;0,03;  орг.зап.        ;3
786; альфа-Метилтрицикло[3,3,1,1]**3,7 декан-1-метанамин гидрохлорид ; 1501-84-4  ;CHN + ClH          ;0,06;    с.-т.         ;2
787; O-Метил-O-(2,4,5-трихлорфенил)-O-этилтиофосфат; 2633-54-7  ;CHClOPS            ;0,4;  орг.зап.        ;4
788; (Метилфенил)метилкарбамат                       ;58481-70-2  ;CHNO               ;0,1;  орг.зап.        ;3
789; N-Метил-N`-фениларбамид                         ; 1007-36-9  ;CHNO               ;5;    общ.          ;3
790; 1-Метил-1-фенилэтилгидропероксид                ;  80-15-9   ;CHO                ;0,5;    с.-т.         ;3
791; Метилфеноксиацетат                              ; 2065-23-8  ;СНО                ;0,5;    общ.          ;4
792; Метил[1-(феноксиацетил)-1Н-бензимидазол-2-ил]карбамат;42784-13-4  ;CHNO               ;10;    общ.          ;3
793; 2-Метилфуран                                    ; 534-22-5   ;CHO                ;0,5;  орг.зап.        ;4
794; 1-Метил-2-хлорбензол                            ;  95-49-8   ;CHCl               ;0,2;    с.-т.         ;3
795; 1-Метил-4-хлорбензол                            ; 106-43-4   ;CHCl               ;0,2;    с.-т.         ;3
796; 2-Метил-3-хлорпроп-1-ен                         ; 563-47-3   ;CHCl               ;0,01;    с.-т.         ;2
797; М-(4-Метил-3-хлорфенил)-2-метилпентанамид       ; 2307-68-8  ;CHClNO             ;0,1;  орг.зап.        ;4
798; O-(4-Метил-2-хлорфенил)-N`-(1-метилэтил) амидохлорметил-тиофосфонат;            ;CHClNOPS           ;0,4;  орг.зап.        ;4
799; 4-(2-Метил-4-хлорфенокси)бутановая кислота      ;  94-81-5   ;CHClO              ;0,03;  орг.зап.        ;3
800; (2-Метил-4-хлорфенокси)этановая кислота         ;  94-74-6   ;CHClO              ;0,25;  орг.зап.        ;4
801; (1-Метилэтенил)бензол                           ;  98-83-9   ;СН                 ;0,1; орг.привк.       ;3
802; Метилэтенилгексан-1,6-диоат                     ; 2969-87-1  ;CHO                ;0,2;    общ.          ;3
803; 2-Метил-N-(этиламино)бензол                     ;            ;CHN                ;0,3;  орг.зап.        ;3
804; 3-Метил-N-(этиламино)бензол                     ; 102-27-2   ;CHN                ;0,6;    с.-т.         ;2
805; (1-Метилэтил)бензол                             ;  98-82-8   ;СН                 ;0,1;  орг.зап.        ;3
806; (1-Метилэтил)-1-гидроксипропаноат               ; 617-51-6   ;СНО                ;1;    с.-т.         ;3
807; О-(2-Метилэтил)дитиокарбонат калия              ; 140-92-1   ;CHKOS              ;0,05;  орг.зап.        ;4
808; Метилэтил-[2-(1-метилпропил)-4,6-динитрофенил]карбонат; 973-21-7   ;CHNO               ;0,2;   орг.пл.        ;4
809; О-(1-Метилэтил)-N-метилтиокарбамат              ;            ;CHNOS              ;0,06;    с.-т.         ;3
810; (1-Метилэтил)октадециламин                      ;13329-71-0  ;CHN                ;0,1;   орг.пл.        ;4
811; N-(1-Метилэтил)пропан-2-амин                    ; 108-18-9   ;CHN                ;0,5;    с.-т.         ;3
812; (1-Метилэтил)фенилкарбамат                      ; 122-42-9   ;CHNO               ;0,2;  орг.зап.        ;4
813; О-Метил-О-этилхлортиофосфат                     ;13289-13-9  ;CHClOPS            ;0,002;  орг.зап.        ;4
814; (1-Метилэтил)хлорфенилкарбамат                  ; 101-21-3   ;CHClNO             ;1;  орг.зап.        ;4
815; N-[(1-Метилэтил)фенил]-2-хлорацетамид           ; 1918-16-7  ;CHClNO             ;0,01;    общ.          ;4
816; N-(1-Метилэтил)-6-хлор-N-этил-1,3,5-триазин-2,4-диамин; 1912-24-9  ;CHClN              ;0,5;    общ.          ;3
817; Метоксибензол                                   ; 100-66-3   ;CHNO               ;0,05;    с.-т.         ;3
818; 2-Метокси-3,6-дихлорбензойной кислоты диметиламин; 2300-66-5  ;CHClO + CHN        ;15;    с.-т.         ;2
819; 3-[(Метоксикарбонил)амино]фенил (3-метилфенил)карбамат;13684-63-4  ;CHNO               ;2;    с.-т.         ;3
820; 1-Метокси-2-нитробензол                         ;  91-23-6   ;CHN                ;0,3; орг.привк.       ;3
821; 1-Метокси-4-нитробензол                         ; 100-17-4   ;CHN                ;0,1; орг.привк.       ;3
822; N-(Метоксиэтилхлорацетат)-1-амино-2-метилбензол;            ;CHClNO             ;0,05;  орг.зап.        ;4
823; 2-(2-Метоксиэтокси)этанол                       ; 111-77-3   ;СНО                ;0,3;    общ.          ;3
824; Модификатор 113-63                              ;            ;                   ;0,2;   орг.пл.        ;3
825; Модификатор РУ-ВМ                               ;            ;                   ;0,7;   орг.оп.        ;3
826; Модификат полиэтиленимина (молекулярная масса 30000);            ;                   ;2;    с.-т.         ;2
827; Молантин Р (производное феноксибензола)         ;            ;                   ;0,05;    с.-т.         ;2
828; Молибден                                        ; 7439-98-7  ;Мо                 ;0,25;    с.-т.         ;2
829; МСДА (соль дициклогексиламина и технических жирных кислот С10-13 и С17-20);            ;                   ;0,01;    с.-т.         ;2
830; Мышьяк                                          ; 7440-38-2  ;As                 ;0,01;    с.-т.         ;1
831; Натрий                                          ; 7440-23-5  ;Na                 ;200;    с.-т.         ;2
832; тетраНатрий дифосфат /по РО4/                   ; 7722-88-5  ;NaOP               ;3,5;    общ.          ;4
833; Натрий метафосфат /по РО4/                      ;10361-03-2  ;NaOP               ;3,5;    общ.          ;4
834; Натрий силикат /по SiO3/                        ; 6834-92-0  ;NaOSi              ;30;    с.-т.         ;2
835; Натрий тиосульфат                               ;10124-57-9  ;HNaOS              ;2,5;    общ.          ;3
836; триНатрий фосфат /по РО4/                       ; 7601-54-9  ;NaOP               ;3,5;    общ.          ;4
837; Натрий хлорат                                   ; 7775-09-9  ;CINaO              ;20; орг.привк.       ;3
838; Натрий хлорит                                   ; 7758-19-2  ;ClNaO              ;0,2;    с.-т.         ;3
839; Нафталин                                        ;  91-20-3   ;CH                 ;0,01;  орг.зап.        ;4
840; Нафталин-1,4-дион-2-диазид                      ;            ;                   ;0,06;  орг.окр.        ;4
841; Нафталин-1,5-дисульфоновая кислота              ;  81-04-9   ;CHOS               ;1;    общ.          ;4
842; (R)-2-(1-Нафталинилокси)пропионовая кислота     ;57128-29-7  ;СНО                ;2;    с.-т.         ;2
843; Нафтеновые кислоты                              ; 1338-24-5  ;                   ;1;  орг.зап.        ;4
844; Нафт-1-ол                                       ;  90-15-3   ;CHO                ;0,1;  орг.зап.        ;3
845; Нафт-2-ол                                       ; 135-19-3   ;CHO                ;0,4;    с.-т.         ;3
846; Неионоген ЕА-160                                ;            ;                   ;0,05;  орг.пена        ;4
847; Неонол АФ9-12                                   ;131890-11-4 ;                   ;0,1;  орг.пена        ;4
848; Неонол АФ9-25                                   ;            ;                   ;0,1;  орг.пена        ;4
849; Неонол АФ9-4                                    ; 7311-27-5  ;                   ;0,3;  орг.пена        ;4
850; Неонол АФ9-6                                    ;34166-38-6  ;                   ;0,3;  орг.пена        ;4
851; Неонол АФ9-8                                    ;            ;                   ;0,2;  орг.пена        ;4
852; Неонол АФ-14                                    ;            ;                   ;0,1;  орг.пена        ;4
853; Неонол АФМ-10                                   ;            ;                   ;0,1;  орг.пена        ;4
854; Неонол АФМ9-10 (0,9)                            ;            ;                   ;0,1;  орг.пена        ;4
855; Неонол АФМ9-12 (0,3)                            ;            ;                   ;0,1;  орг.пена        ;4
856; Неонол АФМ9-10 (0,5)                            ;            ;                   ;0,1;  орг.пена        ;4
857; Неонол АФС9-4КМ                                 ;            ;                   ;0,1;  орг.пена        ;4
858; Неонол АФС9-5КМ                                 ;            ;                   ;0,1;  орг.пена        ;4
859; Неонол АФС9-6КМ                                 ;            ;                   ;0,1;  орг.пена        ;4
860; Неонол АФС9-10КМ                                ;            ;                   ;0,1;  орг.пена        ;4
861; Неонол АФ9-12СН                                 ;            ;                   ;0,1;  орг.пена        ;4
862; Неонол 2В-1317-12                               ;            ;                   ;0,1;  орг.пена        ;4
863; Неонол В 1020-3 (оксиэтилированные вторичные спирты);            ;                   ;0,1;  орг.пена        ;4
864; Нефть                                           ; 8002-05-9  ;                   ;0,3;   орг.пл.        ;4
865; Нефть многосернистая                            ;            ;                   ;0,1;   орг.пл.        ;4
866; Никель                                          ; 7440-02-0  ;Ni;0,02;    с.-т.         ;2
867; Ниобий                                          ;10026-12-7  ;Nb                 ;0,01;    с.-т.         ;2
868; Нитраты /по NO3/                                ;            ;                   ;45;    с.-т.         ;3
869;" 2,2`,2""-Нитрилотрисэтанол                       "; 102-71-6   ;CHNO               ;1; орг.привк.       ;4
870; Нитрилотрис(метилен)три(фосфонат)тринатрия медный комлекс тригидрат;            ;CHCuNNaOP + НО     ;1;    с.-т.         ;2
871; Нитрилотри(метилен)три(фосфонат)тринатрия цинковый комплекс;            ;CHNNaOPZn          ;1;    общ.          ;3
872; Нитрилотрис(метилен)три(фосфоновая) кислота     ; 6419-19-8  ;CHNOP              ;1;    общ.          ;3
873; Нитрилотри(этановая кислота)                    ; 139-13-9   ;CHNO               ;0,2;    с.-т.         ;2
874; Нитрилполисилоксан                              ;            ;                   ;5;   орг.пл.        ;4
875; Нитриты /по NO2/                                ;            ;                   ;3,3;    с.-т.         ;2
876; 1-Нитроантрацен-9,10-дион                       ;  82-34-8   ;CHNO               ;2,5;    общ.          ;3
877; 3-Нитробензоат гексагидро-1Н-азепина; 7270-73-7  ;CHNO               ;0,01;    с.-т.         ;2
878; 3-Нитробензойная кислота                        ; 121-92-6   ;CHNO               ;0,1;  орг.окр.        ;4
879; 4-Нитробензойная кислота                        ;  62-23-7   ;CHNO               ;0,1;    с.-т.         ;3
880; Нитробензол                                     ;  98-95-3   ;CHNO               ;0,2;    с.-т.         ;3
881; 3-Нитробензолсульфонат натрия                   ;27215-71-0  ;CHNNaOS            ;  (a       ;    общ.          ;4
882; Нитрогуанидин                                   ; 556-88-7   ;CHNO               ;0,1;    с.-т.         ;2
883; М-Нитрозо-N-фенилбензоламин                     ;  86-30-6   ;CHNO               ;0,01;    с.-т.         ;2
884; 1-Нитрозо-1-хлорциклогексан                     ; 695-64-7   ;CHCINO             ;0,005;  орг.зап.        ;           
885; Нитрометан                                      ;  75-52-5   ;CHNO               ;0,005;  орг.зап.        ;4
886; Нитропропан                                     ;25322-01-4  ;CHNO               ;1;    с.-т.         ;3
887; 1-Нитро-3-(трифторметил)бензил                  ;  98-46-4   ;CHNOS              ;0,01;  орг.зап.        ;3
888; 2-[(4-Нитрофенил)амино]этанол                   ; 1965-54-4  ;CHNO               ;0,5;  орг.зап.        ;4
889; 2-[(4-Нитрофенил)ацетиламино]этан- 1-ол         ;            ;CHNO               ;1;  орг.зап.        ;4
890; [1-(4-Нитрофенил)]-2-хлорэтан-1-ол              ;13407-16-4  ;CHClNO             ;0,2;  орг.зап.        ;4
891; З-Нитро-4-хлорбензойная кислота                 ;  96-99-1   ;CHCINO             ;0,25; орг.привк.       ;3
892; 5-Нитро-2-хлорбензойная кислота                 ; 2516-96-3  ;CHCINO             ;0,3; орг.привк.       ;4
893; Нитрохлорбензол (смесь 2,3,4 изомеров)          ;25167-93-5  ;CHCINO             ;0,05;    с.-т.         ;3
894; Нитроциклогексан                                ; 1122-60-7  ;CHNO               ;0,1;    с.-т.         ;2
895; Нитроэтан                                       ;  79-24-3   ;CHNO               ;1;    с.-т.         ;2
896; 4-Нитроэтоксибензол                             ; 100-29-8   ;CHNO               ;0,002;    с.-т.         ;2
897; Нонангидроксамовая кислота                      ;            ;CHNO               ;0,1;    общ.          ;4
898; Нонан-1-ол                                      ; 143-08-8   ;СНО                ;0,01;    с.-т.         ;2
899; Нонафторпентановая кислота                      ; 2706-90-3  ;CHFO               ;0,7;    с.-т.         ;2
900; Оксалаты                                        ;            ;                   ;0,2;    общ.          ;4
901; Оксамат                                         ;            ;                   ;1,5;    общ.          ;4
902; Оксанол КШ-9                                    ;            ;                   ;0,1;  орг.пена        ;4
903; Оксанол Л-7                                     ;            ;                   ;0,1;  орг.пена        ;4
904; 4,4`-Оксибисбензоламин                          ; 101-80-4   ;CHNO               ;0,03;    с.-т.         ;2
905; Оксибисметан                                    ; 115-10-6   ;СНО                ;5;    с.-т.         ;4
906; 2,2`-Оксибис(2-хлорпропан)                      ;39638-32-9  ;CHCl               ;0,1;    общ.          ;3
907; 2,2`-Оксибисэтанол динитрат                     ; 693-21-0   ;CHNO               ;1;    с.-т.         ;3
908; Оксигексилидендифосфонат натрия                 ;            ;CHNaOP             ;0,5;    с.-т.         ;3
909; Оксигептилидендифосфонат натрия                 ;            ;CHNaOP             ;0,5;    с.-т.         ;3
910; 2,2`-Оксиди(этилен)ди(окси)ди(этанол)           ; 112-60-7   ;СНО                ;1;    с.-т.         ;3
911; 2,2`-Оксидиэтанол                               ; 111-46-6   ;СНО                ;1;    с.-т.         ;3
912; Оксинонилидендифосфонат натрия                  ;            ;CHNaOP             ;0,5;    с.-т.         ;3
913; Оксиоктилидендифосфонат натрия                  ;            ;CHNaOP             ;0,5;    с.-т.         ;3
914; Оксифос Б                                       ;            ;                   ;0,2;  орг.пена        ;3
915; Оксиэтилиденди(фосфоновой кислоты) медьаммонийный комплекс;            ;CHCuNOP            ;0,6;    с.-т.         ;3
916; Оксиэтилиденди(фосфоновой кислоты) цинковый комплекс;            ;CHOPZn             ;5;    с.-т.         ;3
917; Оксиэтилированные вторичные спирты              ;            ;                   ;1;  орг.пена        ;3
918; Оксиэтилированный алкилфенол                    ;            ;                   ;0,1;  орг.пена        ;3
919; Оксиэтилированный перфтордециловый спирт        ;            ;                   ;0,1;  орг.пена        ;3
920; Оксиэтилкрахмал                                 ;            ;                   ;1;    общ.          ;3
921; Оксиэтилпиперазин                               ;            ;CHNO               ;6;    с.-т.         ;2
